frame_index,file_offset,hex_frame,rotacao_rpm,bateria_v,map_bar,nao_id_0,pcomb_bar,nao_id_1,tps_pct,temp_ar_c,temp_motor_c,sonda_nb_v,sonda_wb_v,nao_id_2,corr_sonda_pct,nao_id_3,ponto_ign_deg,inj_b1_pct,inj_b2_pct,inj_b3_pct,inj_b1_ms,inj_b2_ms,inj_b3_ms,booster_hex,booster_desc,nao_id_4,fase_ang_deg,nao_id_5,roda_tracao_kmh
6813,402008,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6814,402067,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6815,402126,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6816,402185,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6817,402244,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6818,402303,aa 55 aa 00 00 84 00 00 00 d9 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,d9 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6819,402362,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6820,402421,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6821,402480,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6822,402539,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6823,402598,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6824,402657,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6825,402716,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6826,402775,aa 55 aa 00 00 84 00 00 00 dd 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dd 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6827,402834,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6828,402893,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6829,402952,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6830,403011,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6831,403070,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6832,403129,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6833,403188,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6834,403247,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6835,403306,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6836,403365,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6837,403424,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6838,403483,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6839,403542,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6840,403601,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6841,403660,aa 55 aa 00 00 84 00 00 00 d8 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,d8 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6842,403719,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6843,403778,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6844,403837,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6845,403896,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6846,403955,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6847,404014,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6848,404073,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6849,404132,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6850,404191,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6851,404250,aa 55 aa 00 00 84 00 00 00 dd 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dd 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6852,404309,aa 55 aa 00 00 84 00 00 00 dd 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dd 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6853,404368,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6854,404427,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6855,404486,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6856,404545,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6857,404604,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6858,404663,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6859,404722,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6860,404781,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6861,404840,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6862,404899,aa 55 aa 00 00 84 00 00 00 dd 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dd 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6863,404958,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6864,405017,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6865,405076,aa 55 aa 00 00 84 00 00 00 dd 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dd 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6866,405135,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6867,405194,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 04 00 04 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 04 00,0.4,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6868,405253,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 04 00 04 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 04 00,0.4,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6869,405312,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
6870,405371,aa 55 aa 00 00 84 00 00 00 dc 01 40 00 1c 00 00 00 00 00 00 00 00 00 1c 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 06 0f 00 00 00 00,0,13.2,0.0,dc 01 40 00 1c 00,0.0,00 00 00 00,0.0,28,64,0.0,0.0,00,0,00 00,0.0,0,0,0,0.0,0.0,0.0,0x00,nda,00 00 00,3846,00 00,0.0
